timestamps,open,high,low,close,volume,amount
2019-04-22,72.3916,76.6812,71.6016,75.825,31851259,2415120594.46
2019-04-23,75.5551,78.5161,74.8843,77.7145,33080725,2570852170.1
2019-04-24,77.4887,78.2197,75.9736,76.535,26820347,2052694359.8
2019-04-25,76.3591,76.9416,75.0521,75.7144,26021478,1970199878.22
2019-04-26,76.0144,77.7267,73.5006,75.3325,33495222,2523277220.25
2019-04-29,75.3401,76.559,74.6776,75.7919,19343739,1466099637.08
2019-04-30,75.6481,76.667,74.3316,75.3158,23974598,1805665925.94
2019-05-01,75.133,77.9265,74.4816,77.188,26033212,2009450711.85
2019-05-02,76.8702,78.5797,76.0949,77.6991,34962476,2716552822.67
2019-05-03,77.607,81.2635,76.1256,79.5194,34619961,2752957027.16
2019-05-06,79.7412,80.5036,77.8479,78.5383,33487032,2630013290.63
2019-05-07,78.298,79.0085,74.9879,75.5063,21424452,1617680508.98
2019-05-08,75.4937,76.7102,73.8565,74.7725,28744209,2149276510.42
2019-05-09,74.6999,77.2581,73.909,76.4761,32233555,2465096438.4
2019-05-10,76.3255,77.3663,73.3275,74.434,38831530,2890387541.53
2019-05-13,74.5358,77.4742,73.4927,76.2957,35074111,2676003393.2
2019-05-14,76.2886,77.0471,75.2573,75.8408,23250563,1763342120.5
2019-05-15,76.0479,77.4723,73.8149,75.4062,33839088,2551675741.16
2019-05-16,75.1969,78.6231,74.2564,77.5736,26736781,2074069658.99
2019-05-17,77.3923,78.3532,76.1213,77.11,25510906,1967146936.95
2019-05-20,77.0765,80.7521,76.1929,79.8286,31941063,2549810897.88
2019-05-21,79.9102,81.1636,78.3589,79.7515,37115084,2959981817.42
2019-05-22,79.3863,80.29,77.7646,78.4882,25821022,2026644772.68
2019-05-23,78.6186,79.083,75.1047,75.5765,28453122,2150388398.47
2019-05-24,75.2677,78.1091,74.2179,77.0243,28810921,2219142248.77
2019-05-27,77.504,80.5557,76.1728,79.2245,23701084,1877705369.31
2019-05-28,79.0148,81.3107,78.5914,80.8297,20564045,1662184772.01
2019-05-29,80.6361,80.8648,80.3201,80.5106,24516447,1973833902.8
2019-05-30,80.4619,82.0414,78.7984,80.5513,35022916,2821141828.72
2019-05-31,81.0091,81.8352,79.632,80.5478,21728442,1750177586.2
2019-06-03,80.2397,84.6543,79.179,83.5087,25648105,2141838695.66
2019-06-04,83.178,84.774,82.211,83.6432,24301211,2032631622.7
2019-06-05,83.4839,87.1106,83.2435,86.8561,31879114,2768894563.85
2019-06-06,86.6934,86.9508,85.3432,85.6145,29434324,2520005413.24
2019-06-07,85.7233,86.6862,82.8859,83.9306,26870975,2255295792.26
2019-06-10,84.0337,84.978,82.0565,82.9564,30098762,2496883895.66
2019-06-11,82.6169,83.596,80.71,81.4688,25721180,2095473523.96
2019-06-12,81.6466,84.7013,80.0355,83.0353,24026612,1995057775.75
2019-06-13,83.0461,83.9559,81.4658,82.455,35400690,2918962511.6
2019-06-14,82.6603,84.4686,81.4314,83.2811,32576818,2713034328.79
2019-06-17,83.3879,85.0205,82.2944,83.9203,26115101,2191587702.16
2019-06-18,83.8649,86.3105,82.1253,84.5544,22955458,1940985278.24
2019-06-19,84.744,85.7683,84.2279,85.1453,21311831,1814602890.6
2019-06-20,85.1648,85.8263,83.9937,84.7372,33605881,2847667854.51
2019-06-21,84.9179,87.4398,83.5351,86.0735,27818273,2394416957.82
2019-06-24,86.1265,87.5627,84.9349,86.0177,28759218,2473800376.52
2019-06-25,85.9297,87.4299,84.5154,85.89,27205385,2336671124.86
2019-06-26,85.3599,87.4408,84.7054,86.7265,29877066,2591134668.51
2019-06-27,86.5244,87.2332,83.4093,84.1404,30624193,2576731678.25
2019-06-28,84.1407,85.2866,82.9388,83.8013,27828220,2332041502.63
2019-07-01,83.5037,84.3316,80.589,81.2873,26675333,2168364943.5
2019-07-02,81.0478,82.0258,80.3586,81.4116,36961052,3009057644.03
2019-07-03,81.6591,83.5087,80.7519,82.6788,21637582,1788970281.12
2019-07-04,82.2629,83.6125,78.2628,79.2527,28148073,2230809696.9
2019-07-05,78.9653,79.8015,76.0025,76.8808,21320727,1639154424.36
2019-07-08,77.201,78.0134,76.2965,77.1783,15325666,1182808137.94
2019-07-09,77.1286,77.2203,76.0268,76.1276,29434470,2240774160.49
2019-07-10,76.0356,77.37,72.4878,73.5467,26557618,1953223851.83
2019-07-11,73.5406,74.7189,70.9674,72.0054,27679671,1993084449.99
2019-07-12,72.3608,73.163,70.7371,71.5507,22853910,1635214101.18
2019-07-15,71.3076,73.1025,70.7,72.5615,19565704,1419717199.57
2019-07-16,72.3595,73.2435,70.9672,71.6803,27356371,1960912806.13
2019-07-17,71.7471,72.3987,69.3948,70.1198,34511507,2419941492.18
2019-07-18,70.2445,72.8856,68.8705,71.5548,26774905,1915872918.12
2019-07-19,71.3333,72.0465,69.4686,70.2526,22034116,1547953052.54
2019-07-22,69.666,70.5498,67.9965,68.6585,32064639,2201508732.98
2019-07-23,68.1285,70.2251,67.5294,69.6681,42983338,2994567305.8
2019-07-24,69.4107,70.4099,66.173,67.0672,28311859,1898796206.12
2019-07-25,67.0756,69.1515,66.6801,68.6258,23111106,1586017386.34
2019-07-26,68.626,71.6171,67.3512,70.4366,32036159,2256519336.68
2019-07-29,70.3581,72.6722,69.1842,71.5714,26194635,1874785403.0
2019-07-30,71.603,72.6805,70.6335,71.759,34305830,2461751519.28
2019-07-31,71.9287,73.8455,71.2656,73.2094,31231637,2286449607.24
2019-08-01,73.0602,75.129,72.2261,74.3875,26808263,1994200679.5
2019-08-02,74.3187,75.1317,72.9676,73.8156,30365447,2241442523.87
2019-08-05,73.7039,74.463,72.0301,72.6183,34099995,2476283436.35
2019-08-06,72.4302,75.0851,71.2047,73.9407,39238170,2901299702.31
2019-08-07,73.8608,75.3686,70.7939,72.2766,28575920,2065370548.12
2019-08-08,72.3969,73.0413,70.6235,71.1113,28209577,2006018485.2
2019-08-09,71.4654,71.8419,70.5024,70.835,16268781,1152399527.71
2019-08-12,70.6596,71.5278,68.7498,69.4757,25661171,1782828744.17
2019-08-13,69.7109,71.1315,68.7865,70.1939,21651448,1519799115.07
2019-08-14,70.336,71.683,68.5318,69.9684,26170224,1831087734.12
2019-08-15,70.0628,70.7388,69.4476,70.0098,26070445,1825187286.49
2019-08-16,70.0075,71.126,68.8061,70.071,36386570,2549643663.15
2019-08-19,69.9258,70.8322,68.9653,69.9553,25887000,1810934065.81
2019-08-20,70.1729,72.6226,69.2162,71.4784,29757091,2126989051.26
2019-08-21,71.0447,71.4617,70.2798,70.6064,25931671,1830942511.1
2019-08-22,70.5501,72.1059,69.645,71.196,22900539,1630427357.92
2019-08-23,70.9158,72.2095,70.2898,71.5984,27254756,1951397206.91
2019-08-26,71.7203,72.336,67.9837,68.6514,23279451,1598167882.79
2019-08-27,68.8865,69.6063,67.4706,68.0752,31864488,2169182605.14
2019-08-28,68.05,71.0274,67.8025,70.7114,24637006,1742118289.81
2019-08-29,70.7284,72.3142,70.0954,71.5664,32737345,2342892719.45
2019-08-30,71.606,72.5865,69.443,70.513,34774599,2452062149.18
2019-09-02,70.6238,71.4873,69.4886,70.3917,29212962,2056348957.61
2019-09-03,70.3253,72.4169,70.1373,72.2264,21756464,1571390958.26
2019-09-04,72.2827,72.594,71.8819,72.2041,21849140,1577597371.77
2019-09-05,72.384,73.5284,68.6899,69.9284,31687985,2215890149.88
2019-09-06,70.0185,72.9317,68.5234,71.5161,26834853,1919123438.83
2019-09-09,71.8109,73.0084,68.6038,69.4852,32822208,2280657207.89
2019-09-10,69.5917,70.8115,68.5891,69.9317,25165256,1759848426.69
2019-09-11,69.9159,71.0396,67.506,68.5482,32476108,2226178594.12
2019-09-12,68.929,70.1478,66.749,68.1258,32217079,2194813828.49
2019-09-13,67.9038,72.5553,67.0162,71.3421,30732023,2192487510.23
2019-09-16,71.2628,73.1915,70.4617,72.4775,33866006,2454524484.72
2019-09-17,72.1144,73.9068,71.48,73.2786,33719685,2470932026.71
2019-09-18,73.0593,73.7301,72.2745,72.8474,24969102,1818934965.24
2019-09-19,72.7427,73.6235,71.0549,71.9591,31196789,2244891538.69
2019-09-20,71.9242,74.8322,70.8907,73.5507,30515171,2244412202.48
2019-09-23,73.4321,73.9618,70.961,71.5353,31963090,2286490768.43
2019-09-24,71.6973,72.3669,70.4965,71.0746,28012499,1990977777.95
2019-09-25,71.1436,73.511,69.8993,72.3483,32344200,2340046415.07
2019-09-26,72.119,73.5947,71.5027,72.7876,23734954,1727609694.63
2019-09-27,72.6813,73.7294,70.3401,71.3765,20861700,1489034465.82
2019-09-30,70.9776,71.8257,67.925,68.6691,34850762,2393169460.48
2019-10-01,68.4754,69.4661,66.7655,67.7554,34948676,2367963073.96
2019-10-02,67.71,69.7238,66.9846,68.7877,28877819,1986439784.19
2019-10-03,68.8283,71.6267,67.8397,70.7132,36147826,2556129115.06
2019-10-04,70.523,70.9492,67.605,68.0229,28273485,1923244467.01
2019-10-07,67.9794,73.2054,66.6567,71.8959,38183184,2745213073.07
2019-10-08,71.8811,72.422,71.2364,71.729,23230819,1666324573.19
2019-10-09,71.7581,73.2121,71.038,72.5264,23734460,1721375480.86
2019-10-10,72.7281,74.6172,72.1618,73.9481,38264015,2829550265.04
2019-10-11,73.9785,74.7749,72.8391,73.543,27507307,2022969084.37
2019-10-14,73.529,74.7483,71.4554,72.5125,32716582,2372361842.32
2019-10-15,72.167,74.4648,71.3605,73.4021,32296707,2370646337.13
2019-10-16,73.0107,74.2418,72.12,73.4601,25941713,1905680137.53
2019-10-17,73.5313,76.2608,72.4994,75.0469,32320600,2425561195.08
2019-10-18,75.0164,77.5123,73.8153,75.9385,21985200,1669522374.35
2019-10-21,75.4707,77.7908,74.5118,76.7782,21401885,1643198491.34
2019-10-22,76.8799,81.2262,75.6174,79.6941,34952644,2785520939.48
2019-10-23,79.4584,80.6448,77.8717,79.0295,30380138,2400928485.98
2019-10-24,79.1327,83.743,77.9148,82.5049,38152787,3147791582.18
2019-10-25,82.4979,83.7243,81.4997,82.8265,28169330,2333167814.65
2019-10-28,82.3489,82.9417,80.3822,80.9851,30328309,2456140938.19
2019-10-29,80.8449,82.6543,79.9274,81.7237,34326527,2805290510.96
2019-10-30,82.0582,83.0047,81.435,82.4232,39027417,3216765759.56
2019-10-31,82.1463,83.5382,80.5996,81.9948,22461667,1841738777.23
2019-11-01,81.6232,83.354,80.9646,82.7187,35220158,2913365386.78
2019-11-04,82.534,86.8369,81.4542,85.8075,27604910,2368709621.8
2019-11-05,85.6532,87.1267,84.4689,85.6295,33375804,2857953730.16
2019-11-06,85.6065,87.2575,84.5848,86.2911,32635034,2816114178.69
2019-11-07,86.3506,87.3766,85.6259,86.5678,37949415,3285195668.86
2019-11-08,86.0792,87.3036,82.0694,82.9872,40633064,3372022452.61
2019-11-11,82.9356,83.9288,80.31,81.0557,36194332,2933756275.42
2019-11-12,80.8665,83.1545,80.4072,82.5347,41515639,3426481944.01
2019-11-13,83.2764,84.8509,80.1473,81.3129,35627461,2896971300.09
2019-11-14,81.2163,84.5008,80.2676,83.6357,33776746,2824943331.14
2019-11-15,83.8773,85.3211,79.9385,81.0083,25517158,2067100872.75
2019-11-18,80.919,84.5252,79.8606,83.2093,33998654,2829004879.29
2019-11-19,83.4589,85.3486,82.6813,84.5091,28128333,2377100549.26
2019-11-20,84.709,86.9706,83.7619,85.7882,34694768,2976403365.01
2019-11-21,85.3683,87.3405,85.1126,87.0795,33287429,2898651133.67
2019-11-22,87.8047,89.0753,86.9718,88.2749,38996030,3442370499.7
2019-11-25,88.1873,89.403,87.383,88.4349,34236188,3027674714.71
2019-11-26,88.4057,89.3434,86.2481,87.011,33154319,2884790597.01
2019-11-27,87.1257,88.0803,85.7191,86.666,29235317,2533708441.19
2019-11-28,86.4695,90.2009,85.7607,89.3492,32260037,2882407663.64
2019-11-29,89.6892,90.4454,86.6908,87.4976,28293986,2475654838.36
2019-12-02,87.7839,88.4294,86.2322,86.9632,28369447,2467098026.33
2019-12-03,87.2847,91.979,86.4626,90.9938,38777451,3528506876.9
2019-12-04,91.21,91.6654,90.5923,90.9432,35147636,3196438232.69
2019-12-05,90.7178,92.3526,90.3191,91.8282,31572512,2899245833.13
2019-12-06,91.7072,92.9073,91.1997,92.4592,33125166,3062725343.57
2019-12-09,92.9184,96.7919,91.7547,95.4935,34739871,3317432446.62
2019-12-10,95.8001,96.6313,93.5762,94.5146,36203717,3421780895.23
2019-12-11,94.3914,95.5857,92.4252,93.4526,38157359,3565905390.09
2019-12-12,92.9595,94.0794,90.6475,91.6401,32429497,2971840917.36
2019-12-13,91.4018,92.4567,89.5649,90.5141,35730634,3234125157.24
2019-12-16,90.1432,91.6397,86.6074,88.0539,27039688,2380951061.61
2019-12-17,88.1685,89.0029,86.0728,86.7122,29977948,2599454377.91
2019-12-18,86.3068,87.0059,85.5309,86.1625,29932306,2579043149.65
2019-12-19,86.3374,87.4224,83.4892,84.6322,43206576,3656668418.63
2019-12-20,85.0082,86.3875,83.7834,84.9396,35223454,2991867225.4
2019-12-23,85.0611,86.3141,84.8364,86.0856,28904587,2488268705.46
2019-12-24,85.8612,87.1322,84.2869,85.56,36658454,3136499145.41
2019-12-25,85.7049,87.0124,84.5451,85.565,36499337,3123065369.14
2019-12-26,85.4743,86.6091,82.8254,84.0438,35347792,2970762400.17
2019-12-27,83.64,84.3541,81.7704,82.5753,31684950,2616393131.12
2019-12-30,82.9356,85.1739,82.2615,84.4387,29751474,2512176995.04
2019-12-31,84.6447,85.1494,82.9224,83.4857,36860421,3077318124.81
2020-01-01,83.9133,85.1197,80.2443,81.4021,43919703,3575158067.71
2020-01-02,81.6298,82.6463,78.9299,80.0491,39366354,3151242276.58
2020-01-03,79.9541,82.9144,78.4578,81.508,29594717,2412206221.76
2020-01-06,81.7183,85.8149,80.7782,84.5893,24655267,2085570908.73
2020-01-07,84.5822,85.5147,82.982,83.9679,24277034,2038490854.47
2020-01-08,84.3589,87.133,83.7008,86.4503,32008533,2767146056.56
2020-01-09,86.2543,88.2054,85.2917,87.2949,32116517,2803609015.08
2020-01-10,87.2619,89.0152,86.2838,88.0122,32018217,2817995111.35
2020-01-13,88.1418,92.5108,86.6551,91.1525,29967440,2731608355.14
2020-01-14,90.9465,91.145,89.8686,90.0692,15225705,1371366645.49
2020-01-15,90.109,91.634,87.7304,89.0551,27599031,2457835072.07
2020-01-16,89.103,89.2064,88.8338,88.9238,23475889,2087565613.36
2020-01-17,89.2765,90.3768,86.7947,87.96,36149165,3179681266.24
2020-01-20,88.0334,91.4123,87.2491,90.5389,33581663,3040445484.83
2020-01-21,91.206,92.2425,87.5271,88.5682,38613712,3419946993.55
2020-01-22,88.9104,91.0719,88.0744,89.9565,31813912,2861867175.22
2020-01-23,90.3162,90.8216,88.5469,88.9705,26610437,2367542694.93
2020-01-24,89.105,90.9327,88.1893,89.8069,25146357,2258315858.46
2020-01-27,89.5147,90.3089,88.7769,89.6244,27119505,2430570348.33
2020-01-28,89.8339,91.0688,89.2093,90.4282,21175064,1914823376.52
2020-01-29,90.7092,96.8128,89.919,96.0452,33208386,3189507620.22
2020-01-30,95.8539,98.3065,95.0606,97.3221,32841760,3196230083.35
2020-01-31,96.835,100.1933,95.9162,99.2717,37145887,3687536208.78
2020-02-03,99.4003,101.9102,98.3823,100.8364,34291543,3457834504.15
2020-02-04,101.2391,102.4427,99.1262,100.1425,33692761,3374077414.44
2020-02-05,100.146,101.2799,99.2166,100.3385,35650442,3577110185.97
2020-02-06,100.4633,102.5608,99.8241,101.7924,31892634,3246426433.93
2020-02-07,102.1902,103.4126,98.9774,100.3467,31682127,3179195757.48
2020-02-10,100.7331,101.9169,95.7624,97.0094,34591821,3355732979.33
2020-02-11,96.7443,99.7003,95.6383,98.4934,25399832,2501716882.4
2020-02-12,98.2664,99.5572,97.0058,98.3884,32569537,3204465971.93
2020-02-13,98.2475,99.5356,96.82,97.9935,23473741,2300273035.39
2020-02-14,98.509,99.3912,96.5143,97.2682,31874399,3100364431.91
2020-02-17,96.8131,99.6009,95.1465,97.9367,29246761,2864331190.81
2020-02-18,97.5117,99.045,95.1568,96.4276,20688330,1994926284.84
2020-02-19,96.8548,98.3654,95.9638,97.4305,25717741,2505693309.9
2020-02-20,97.1267,98.1377,96.3856,97.191,30379144,2952578012.77
2020-02-21,97.4266,99.2229,95.8726,97.7596,31239268,3053937438.08
2020-02-24,98.1226,99.5414,96.4195,97.521,31817935,3102917222.31
2020-02-25,97.6811,100.6316,96.5609,99.3855,24550550,2439968060.68
2020-02-26,99.4751,100.7271,97.2298,98.5711,27597119,2720277006.19
2020-02-27,98.3834,99.7813,97.1385,98.5145,39839663,3924782530.1
2020-02-28,98.4951,102.0408,97.2892,100.6864,23773708,2393689909.76
2020-03-02,100.2612,105.4795,99.1494,104.1983,30091115,3135441746.31
2020-03-03,104.2728,104.7709,103.3785,103.8663,26526777,2755238907.01
2020-03-04,104.2432,105.4929,102.6458,103.6636,22634521,2346375713.35
2020-03-05,103.4296,105.6519,101.6915,104.0843,29096195,3028458103.64
2020-03-06,103.6764,105.09,101.6542,102.8447,37301809,3836291667.89
2020-03-09,102.506,104.9577,101.4724,103.9703,32279897,3356150473.89
2020-03-10,104.3904,105.971,101.516,102.7439,21431573,2201962365.26
2020-03-11,102.5615,104.1546,102.5183,104.1143,38186841,3975796282.44
2020-03-12,104.2733,106.1217,101.6821,103.2311,26904742,2777407211.39
2020-03-13,103.1998,104.4044,101.4273,102.7988,32339664,3324477714.89
2020-03-16,102.7446,104.7498,99.1805,101.4482,34135585,3462993850.65
2020-03-17,101.3999,103.1777,100.5718,102.1619,23561325,2407070533.11
2020-03-18,102.1836,103.1899,97.1047,98.074,13840917,1357434113.61
2020-03-19,97.5769,101.2071,96.3615,99.7798,29295453,2923095087.48
2020-03-20,99.9197,101.1819,96.6753,97.6161,25345348,2474113770.84
2020-03-23,97.6119,98.8441,96.3383,97.7154,29402658,2873092714.75
2020-03-24,98.1536,100.1964,97.6002,99.6178,25753910,2565546686.73
2020-03-25,100.0116,100.7817,98.4193,99.2109,36966805,3667511102.75
2020-03-26,99.3868,101.2874,98.8237,100.6486,36487891,3672453656.2
2020-03-27,100.67,102.3241,97.0877,98.7019,33549233,3311374569.98
2020-03-30,99.1773,100.7505,97.6406,99.1421,24132958,2392591508.51
2020-03-31,99.0723,101.9144,97.3859,100.2611,32384027,3246857690.44
2020-04-01,100.6762,103.0111,100.4471,102.7592,28016817,2878986556.22
2020-04-02,102.3753,104.4542,101.2074,103.0364,26094325,2688664910.07
2020-04-03,103.0887,108.1297,101.5964,106.4446,32568283,3466718641.79
2020-04-06,106.7389,107.7854,105.0439,105.9677,23230850,2461720827.23
2020-04-07,105.7933,106.8786,103.7326,104.9336,20360536,2136504750.06
2020-04-08,104.57,104.8481,104.323,104.5657,34500004,3607517936.29
2020-04-09,104.6541,105.8391,102.5253,103.7803,26917122,2793466326.41
2020-04-10,103.8231,105.2101,100.366,101.7005,31079621,3160813213.64
2020-04-13,101.7173,105.0625,100.3399,103.5885,31284372,3240702244.16
2020-04-14,103.8716,104.5982,103.1014,103.6641,25477947,2641147897.42
2020-04-15,103.5587,110.3833,101.9532,108.707,31689016,3444819105.81
2020-04-16,108.7436,111.5488,105.2273,107.6857,23821575,2565243512.98
2020-04-17,107.3001,108.6506,105.9413,107.4434,29023211,3118352255.24
2020-04-20,107.7238,109.3159,105.8936,107.5771,26161131,2814338687.37
2020-04-21,107.3562,108.8843,105.587,106.8715,29251635,3126166016.65
2020-04-22,107.4426,108.829,103.5801,105.0524,32410323,3404783237.14
2020-04-23,105.1283,106.3761,104.2386,105.4779,30293057,3195249399.72
2020-04-24,104.8982,107.0848,103.1588,105.1578,33451524,3517690185.05
2020-04-27,105.0613,108.3838,102.9817,106.4833,33390251,3555504313.76
2020-04-28,106.2686,107.843,101.9066,103.5695,25451052,2635952810.63
2020-04-29,103.668,105.7463,101.4255,103.2047,16642061,1717539616.22
2020-04-30,103.651,104.7987,99.3365,100.2453,30153363,3022732716.53
2020-05-01,100.4937,102.6043,97.7909,100.1838,31371525,3142919660.43
2020-05-04,100.2172,100.873,98.7173,99.3353,27561388,2737820076.02
2020-05-05,99.6128,101.7276,98.0823,99.9761,33580276,3357224814.86
2020-05-06,100.1956,105.0502,98.6275,103.441,31558546,3264447614.69
2020-05-07,103.978,107.4126,102.3213,105.7886,28990629,3066877416.05
2020-05-08,104.7201,107.4776,103.0331,105.9846,30129346,3193247617.9
2020-05-11,106.2748,107.3818,104.7854,105.7181,24659648,2606971255.54
2020-05-12,105.634,108.7041,103.2511,106.4801,28632997,3048845255.7
2020-05-13,106.5228,109.336,105.8824,108.5459,21733822,2359116414.77
2020-05-14,108.4901,109.5417,107.0249,108.0079,31459293,3397852599.33
2020-05-15,108.1737,111.7118,106.9685,110.083,17529538,1929703810.28
2020-05-18,109.7029,110.9342,106.8601,108.0172,40283340,4351295352.44
2020-05-19,108.3079,112.4991,107.1857,111.3084,35668562,3970211133.12
2020-05-20,111.4255,111.7225,110.0986,110.3666,27726029,3060026930.17
2020-05-21,110.2112,112.451,107.4958,109.5499,21044654,2305439279.06
2020-05-22,109.5448,109.8038,104.8205,105.0438,31744751,3334588460.0
2020-05-25,105.1458,107.8855,104.6243,107.4198,22786141,2447682384.06
2020-05-26,107.8133,110.2904,106.4186,108.9616,37991307,4139593066.56
2020-05-27,109.1959,111.0533,105.4033,107.4942,21804028,2343806569.54
2020-05-28,107.2192,109.5202,105.8,108.0695,26878622,2904759932.14
2020-05-29,108.6292,110.7263,106.717,108.959,24104661,2626420799.29
2020-06-01,108.3454,109.0137,106.9277,107.5551,26714457,2873275887.5
2020-06-02,107.3686,108.6591,104.2735,105.2693,28214951,2970167232.77
