ticker,timestamp,open,high,low,close,volume,amount
ADBE,2019-03-13,191.5797,194.2703,189.5057,191.6102,3894203,746168964.91
ADBE,2019-03-14,190.731,199.7665,186.8522,196.2795,3228479,633684307.03
ADBE,2019-03-15,196.8177,203.6967,193.3368,200.3782,3220186,645255101.5
ADBE,2019-03-18,199.807,201.3299,192.4018,193.9113,3060772,593518150.5
ADBE,2019-03-19,193.765,195.8591,190.715,192.6619,3173535,611419126.95
ADBE,2019-03-20,192.4918,195.6619,186.5543,189.0628,3365449,636281258.08
ADBE,2019-03-21,187.9949,189.965,185.3346,187.4456,3667269,687413408.64
ADBE,2019-03-22,187.2476,190.067,184.9399,187.5218,3408992,639260264.15
ADBE,2019-03-25,187.8948,191.3468,186.4333,189.9498,2790501,530055246.12
ADBE,2019-03-26,189.6414,192.4243,180.8981,183.046,2453394,449083979.06
ADBE,2019-03-27,182.7894,184.3342,180.8056,182.0715,3040831,553648714.89
ADBE,2019-03-28,183.1307,184.6164,180.9569,182.5629,1786114,326078153.36
ADBE,2019-03-29,183.2984,193.103,181.2913,191.1966,4026851,769920381.33
ADBE,2019-04-01,191.286,193.9436,186.6028,189.1378,3185052,602413801.49
ADBE,2019-04-02,188.5652,193.7931,186.3676,191.5669,3937308,754258049.88
ADBE,2019-04-03,191.4526,192.7383,189.2424,190.6716,2872408,547686647.12
ADBE,2019-04-04,191.2002,191.2617,186.9802,187.0326,3605470,674340460.11
ADBE,2019-04-05,188.1511,193.5737,186.7585,191.9689,2821567,541653131.94
ADBE,2019-04-08,192.9479,198.7882,189.705,195.839,3606938,706379023.04
ADBE,2019-04-09,195.3921,197.2399,190.7868,192.2642,2637276,507053695.62
ADBE,2019-04-10,191.9582,194.136,191.4975,193.7244,3004550,582054632.13
ADBE,2019-04-11,193.836,195.6553,190.895,192.2875,2972363,571548127.07
ADBE,2019-04-12,192.2589,197.127,190.6881,195.7053,3457791,676707911.19
ADBE,2019-04-15,195.2136,201.3473,192.109,198.3894,3195049,633863830.53
ADBE,2019-04-16,198.8011,200.4595,196.3198,197.9952,3477331,688494898.22
ADBE,2019-04-17,198.315,200.4438,188.8334,190.5529,2358234,449368317.16
ADBE,2019-04-18,190.6055,192.9297,186.0991,188.3473,2749081,517782094.82
ADBE,2019-04-19,188.4134,191.1773,178.633,180.7274,3112566,562526074.82
ADBE,2019-04-22,181.686,184.3963,178.4404,181.083,2549144,461606744.58
ADBE,2019-04-23,181.8286,184.9657,180.2573,183.077,3271802,598991642.6
ADBE,2019-04-24,183.5589,190.0822,181.0696,187.0763,2782474,520535065.54
ADBE,2019-04-25,186.3628,188.5469,184.3917,186.4752,3427526,639148538.94
ADBE,2019-04-26,185.1147,193.5408,184.0559,192.2835,2595587,499088478.86
ADBE,2019-04-29,192.8026,201.5991,191.1606,200.0997,3400090,680357140.57
ADBE,2019-04-30,200.667,203.233,197.6294,200.3382,2642393,529372152.32
ADBE,2019-05-01,201.6016,204.6592,196.9016,199.5228,3171390,632764507.51
ADBE,2019-05-02,199.7088,203.0987,197.9307,201.2093,2849624,573370945.81
ADBE,2019-05-03,201.2091,206.479,199.1727,204.4434,3595343,735044240.44
ADBE,2019-05-06,205.0838,219.3949,201.396,214.8418,2557660,549492326.16
ADBE,2019-05-07,214.4406,219.5013,210.8326,216.3034,3368282,728570708.0
ADBE,2019-05-08,217.2779,226.089,214.1373,222.4394,3632002,807900269.21
ADBE,2019-05-09,222.1141,225.3565,215.4592,218.3536,3517455,768048968.47
ADBE,2019-05-10,218.5132,226.7318,215.1649,223.3219,2361726,527425060.57
ADBE,2019-05-13,223.8562,228.4894,221.4411,225.8658,3068372,693040326.04
ADBE,2019-05-14,225.7343,232.4213,222.9104,229.2251,2882819,660814452.34
ADBE,2019-05-15,229.562,237.3028,226.65,233.6255,3199087,747388233.88
ADBE,2019-05-16,234.8459,237.6369,233.3335,235.6953,2534098,597274876.55
ADBE,2019-05-17,235.0048,238.5922,233.5102,236.8225,2558692,605955893.11
ADBE,2019-05-20,237.0759,241.3063,232.2397,236.9097,2349540,556628710.14
ADBE,2019-05-21,237.61,240.8419,225.684,228.8165,3172673,725959906.2
ADBE,2019-05-22,229.2487,232.6586,226.1172,228.8634,3235048,740384007.87
ADBE,2019-05-23,228.8303,230.49,226.1486,227.899,3314189,755300506.34
ADBE,2019-05-24,228.2032,230.9004,225.7713,228.095,3308866,754735834.14
ADBE,2019-05-27,228.2914,231.1593,220.8502,224.0106,1533171,343446624.05
ADBE,2019-05-28,224.1499,231.9891,221.9442,229.7769,3643196,837122349.17
ADBE,2019-05-29,230.383,237.7793,227.3367,233.981,2854747,667956685.49
ADBE,2019-05-30,233.8592,241.3054,229.1052,237.0275,2207231,523174527.02
ADBE,2019-05-31,238.0779,240.8083,236.0672,238.2853,2732993,651232022.73
ADBE,2019-06-03,237.6587,246.8332,233.1456,242.3009,2964437,718285782.96
ADBE,2019-06-04,242.9942,246.4036,238.5652,241.1055,2871901,692431237.26
ADBE,2019-06-05,241.5762,243.8146,240.4412,242.4807,3288125,797306762.45
ADBE,2019-06-06,242.0015,249.3805,238.7832,245.763,3017513,741592994.27
ADBE,2019-06-07,244.7101,251.4694,242.4407,249.2224,2257755,562683128.85
ADBE,2019-06-10,249.7929,264.0441,247.8531,262.2513,3031903,795120499.7
ADBE,2019-06-11,262.71,264.4657,259.2612,260.833,2075690,541408462.05
ADBE,2019-06-12,261.9828,271.425,259.3306,268.2987,2307891,619204173.62
ADBE,2019-06-13,268.5564,276.0753,266.8973,274.3915,2476922,679646312.98
ADBE,2019-06-14,273.2557,277.0253,264.4806,267.7342,4001288,1071281455.13
ADBE,2019-06-17,268.1054,273.92,265.3524,271.3915,3035828,823897830.08
ADBE,2019-06-18,270.6689,276.395,260.9306,267.1293,2718779,726265481.8
ADBE,2019-06-19,268.5266,273.4003,260.149,265.2252,2942421,780404302.45
ADBE,2019-06-20,265.528,270.0987,258.6428,262.7565,2486832,653431370.52
ADBE,2019-06-21,263.1954,270.5681,260.7718,267.5199,2238913,598953860.68
ADBE,2019-06-24,265.4935,268.271,259.4077,262.5283,2574729,675939306.92
ADBE,2019-06-25,262.7218,267.3413,258.4627,263.5054,3179445,837800889.59
ADBE,2019-06-26,263.053,275.469,259.9583,271.6242,2753332,747871508.36
ADBE,2019-06-27,270.7106,274.2521,262.0921,265.782,2879659,765361580.29
ADBE,2019-06-28,265.857,272.2526,262.906,269.6394,2684540,723857824.82
ADBE,2019-07-01,269.7605,277.3549,265.0671,271.9645,3053538,830454006.2
ADBE,2019-07-02,271.4365,273.986,268.6932,271.1869,3405455,923514827.22
ADBE,2019-07-03,270.9054,280.5956,268.6879,277.8053,2637851,732809022.96
ADBE,2019-07-04,278.8341,289.7428,275.4054,286.3389,1663213,476242555.57
ADBE,2019-07-05,285.3117,300.1364,280.4475,295.4319,3395746,1003211593.44
ADBE,2019-07-08,295.6645,298.6844,288.2301,290.9923,2621786,762919420.93
ADBE,2019-07-09,289.574,295.562,285.9642,290.7446,2618029,761177899.31
ADBE,2019-07-10,290.2482,301.7715,287.6546,298.508,1845343,550849711.68
ADBE,2019-07-11,297.2348,309.5292,294.3831,306.2633,2838273,869258783.5
ADBE,2019-07-12,308.0536,310.1549,303.2619,305.3367,2397918,732172314.4
ADBE,2019-07-15,305.0293,313.679,301.464,309.7952,2129397,659676869.25
ADBE,2019-07-16,309.8743,314.481,302.9677,306.4376,2890212,885669688.44
ADBE,2019-07-17,304.2012,306.5668,301.7911,304.4173,2529631,770063408.04
ADBE,2019-07-18,304.3942,314.3677,298.563,307.6763,2459125,756614526.69
ADBE,2019-07-19,305.4025,309.6636,290.9111,295.3213,2372965,700787044.68
ADBE,2019-07-22,295.886,297.3124,293.2394,294.5794,1353645,398755865.4
ADBE,2019-07-23,294.0377,310.1312,289.7924,305.8502,1844112,564022032.82
ADBE,2019-07-24,303.5786,327.4774,299.6247,322.9726,2432322,785573296.22
ADBE,2019-07-25,322.989,327.8417,319.8398,324.801,3204569,1040847158.01
ADBE,2019-07-26,324.1317,343.7437,318.2147,337.6531,2806560,947643568.54
ADBE,2019-07-29,336.4564,357.1745,330.2254,350.7172,3145729,1103261151.46
ADBE,2019-07-30,351.3689,354.2017,339.1127,341.2617,3069476,1047494657.78
ADBE,2019-07-31,340.9754,347.8146,336.16,342.0007,2464289,842788532.46
ADBE,2019-08-01,341.8606,345.4539,336.3644,340.1215,2364976,804379271.49
ADBE,2019-08-02,339.4198,343.4438,323.5128,327.2926,2991269,979020258.21
ADBE,2019-08-05,326.1061,334.0361,321.7946,329.1634,1583276,521156543.89
ADBE,2019-08-06,329.3109,331.0259,327.0944,328.4609,3291526,1081137607.27
ADBE,2019-08-07,328.682,333.8624,316.3558,320.4121,2830555,906944173.17
ADBE,2019-08-08,321.9964,325.5567,317.5944,320.9469,2507158,804664536.84
ADBE,2019-08-09,319.3792,324.2425,304.5741,309.3265,2911290,900539144.25
ADBE,2019-08-12,310.2208,314.4988,300.8228,304.5483,2705122,823840306.53
ADBE,2019-08-13,305.63,308.9455,297.0939,299.8412,2716179,814422330.13
ADBE,2019-08-14,300.6409,312.8315,296.7766,308.5621,3382600,1043742059.83
ADBE,2019-08-15,307.5283,311.9409,298.9037,303.9058,2072394,629812519.81
ADBE,2019-08-16,304.0345,306.2328,298.6068,301.0737,2957761,890503965.32
ADBE,2019-08-19,301.3888,313.0685,298.7135,310.6346,3216138,999043866.99
ADBE,2019-08-20,310.7865,317.5909,307.0834,313.2851,3075664,963559697.62
ADBE,2019-08-21,312.9257,316.8729,308.901,312.5189,3038751,949667006.21
ADBE,2019-08-22,312.112,325.1817,308.7076,321.3746,2634832,846768048.89
ADBE,2019-08-23,321.839,327.5355,314.0316,320.4929,2847242,912520947.63
ADBE,2019-08-26,321.0506,335.3944,316.2521,330.0463,2894805,955419807.96
ADBE,2019-08-27,329.6049,341.0079,323.7212,335.3218,3303669,1107792341.72
ADBE,2019-08-28,334.6089,336.0612,328.228,329.5941,2414333,795749879.58
ADBE,2019-08-29,330.6303,334.3977,326.6949,330.0521,2679216,884280739.95
ADBE,2019-08-30,327.9891,332.2463,323.8973,327.6187,3232092,1058893837.39
ADBE,2019-09-02,326.8207,336.715,321.5166,332.0268,3043374,1010481682.25
ADBE,2019-09-03,332.633,336.0757,329.7394,332.377,2377933,790370308.98
ADBE,2019-09-04,334.7443,337.3115,329.4388,332.1503,2717776,902710193.33
ADBE,2019-09-05,331.9227,337.5144,331.1724,336.7988,3296572,1110281426.3
ADBE,2019-09-06,336.3301,345.5774,333.2026,341.475,2626663,896939861.08
ADBE,2019-09-09,341.3354,346.3995,335.81,340.1282,3253786,1106704537.85
ADBE,2019-09-10,341.1018,351.3265,338.0877,347.9067,2188164,761276956.36
ADBE,2019-09-11,348.3339,357.1861,344.5817,352.2636,2478806,873193244.72
ADBE,2019-09-12,351.8493,357.0697,344.1856,349.5246,2676179,935390401.1
ADBE,2019-09-13,349.2108,354.6637,338.8709,344.8913,2529711,872475315.34
ADBE,2019-09-16,344.5148,353.0352,342.0115,350.3134,4428566,1551386079.84
ADBE,2019-09-17,351.5743,363.8061,347.6812,358.6496,3505043,1257082355.47
ADBE,2019-09-18,357.9837,361.5749,352.2036,355.8876,2601374,925796672.3
ADBE,2019-09-19,355.6927,361.398,351.8254,357.5603,3012811,1077261704.58
ADBE,2019-09-20,357.5203,364.0698,342.3483,349.291,2401750,838909565.58
ADBE,2019-09-23,347.5831,349.7737,338.1025,339.8533,2902625,986466669.4
ADBE,2019-09-24,340.0261,340.3792,337.9719,338.2479,2339886,791461641.24
ADBE,2019-09-25,336.759,350.232,332.7938,345.6214,3084985,1066236772.97
ADBE,2019-09-26,344.6196,350.2132,339.4106,344.5579,2730893,940950646.89
ADBE,2019-09-27,344.4773,350.3483,328.6866,334.6543,2509089,839677489.26
ADBE,2019-09-30,335.4936,339.6588,328.215,332.6981,3954738,1315733928.42
ADBE,2019-10-01,331.0336,339.9799,328.3063,336.4435,2522584,848707029.47
ADBE,2019-10-02,337.3692,341.0213,330.1791,332.9753,3437432,1144579958.19
ADBE,2019-10-03,331.3979,337.6469,328.4463,334.054,2806965,937677789.74
ADBE,2019-10-04,336.0356,339.5998,325.0624,328.0024,2963412,972006363.42
ADBE,2019-10-07,328.3279,349.0316,325.351,345.0577,3816463,1316900115.76
ADBE,2019-10-08,345.8129,353.3139,342.4797,350.091,2561305,896689903.39
ADBE,2019-10-09,348.6961,352.6379,339.703,344.0783,2589299,890921589.66
ADBE,2019-10-10,344.6565,363.1167,344.5682,363.0151,3914806,1421133502.9
ADBE,2019-10-11,363.7791,365.3134,357.3712,358.6531,3981097,1427832622.11
ADBE,2019-10-14,360.3067,367.1993,357.0394,363.3272,2373790,862462493.78
ADBE,2019-10-15,364.56,370.468,361.1438,367.2531,3151771,1157497730.02
ADBE,2019-10-16,366.9149,383.3263,363.029,379.2701,3381992,1282688592.88
ADBE,2019-10-17,378.2612,390.4906,374.719,385.9859,2085936,805141957.28
ADBE,2019-10-18,383.1735,389.7738,380.9663,387.4492,2570911,996097508.48
ADBE,2019-10-21,388.1737,391.9072,375.0433,378.033,2832065,1070614139.02
ADBE,2019-10-22,377.8764,392.121,374.1888,387.2579,3088207,1195932566.95
ADBE,2019-10-23,388.1566,391.6176,384.0236,387.9361,2608655,1011991359.77
ADBE,2019-10-24,387.9352,403.087,384.7708,399.7941,3187557,1274366536.71
ADBE,2019-10-25,399.448,411.027,394.5376,406.0912,3605033,1463972138.49
ADBE,2019-10-28,406.8511,414.725,402.4658,410.1779,2293341,940677856.29
ADBE,2019-10-29,406.2584,411.1925,402.9163,407.0564,3003782,1222708797.1
ADBE,2019-10-30,406.6407,432.0334,401.6665,425.425,2756805,1172813780.83
ADBE,2019-10-31,424.7118,427.939,406.8044,409.9547,2744228,1125009258.81
ADBE,2019-11-01,411.6773,419.2632,396.4941,403.1226,3351080,1350895954.76
ADBE,2019-11-04,402.1517,410.0441,379.9151,388.3353,2863196,1111880187.44
ADBE,2019-11-05,388.9581,414.6913,384.3035,409.5171,3700825,1515551293.63
ADBE,2019-11-06,409.9703,418.6555,396.0143,403.9172,3164160,1278058794.06
ADBE,2019-11-07,402.8254,409.2491,383.1296,387.904,3207458,1244185645.9
ADBE,2019-11-08,389.3065,395.6413,376.9028,382.6226,3175225,1214912843.58
ADBE,2019-11-11,382.0484,385.0427,371.8444,374.8849,2840608,1064901151.57
ADBE,2019-11-12,374.8077,380.1515,356.6235,362.5356,3850434,1395919347.09
ADBE,2019-11-13,362.9271,371.8856,357.4882,367.0517,2255905,828033728.86
ADBE,2019-11-14,368.8373,374.2459,363.3359,368.9581,3932839,1451052931.34
ADBE,2019-11-15,369.35,375.2325,366.691,371.9043,3195301,1188346098.23
ADBE,2019-11-18,371.9406,378.5661,368.9285,375.6564,3284262,1233753997.78
ADBE,2019-11-19,373.9767,388.4349,369.289,383.5711,2774212,1064107667.75
ADBE,2019-11-20,383.0249,391.0847,377.9415,385.9538,3222712,1243817851.15
ADBE,2019-11-21,386.7087,401.4184,376.8694,391.554,3202970,1254135628.92
ADBE,2019-11-22,391.2917,397.7093,382.2128,388.8015,3918251,1523421897.21
ADBE,2019-11-25,389.2398,396.6549,386.3816,393.3231,2623206,1031767526.93
ADBE,2019-11-26,390.5825,396.0142,371.9655,377.338,3097843,1168933986.21
ADBE,2019-11-27,378.8253,389.816,375.4801,386.7991,2658018,1028119032.76
ADBE,2019-11-28,387.5944,392.6227,382.6259,387.8129,3784777,1467785373.59
ADBE,2019-11-29,388.5024,396.4983,382.2384,390.6668,3027592,1182779554.98
ADBE,2019-12-02,391.6663,408.3584,387.3773,403.548,2441621,985311357.14
ADBE,2019-12-03,405.9383,409.376,396.5395,399.3124,3227995,1288978316.94
ADBE,2019-12-04,401.1421,413.819,397.1993,409.9997,2796363,1146508101.4
ADBE,2019-12-05,411.5869,419.8155,408.6286,416.1561,4004960,1666688367.5
ADBE,2019-12-06,417.4404,423.3173,412.5281,418.7394,3280577,1373706825.61
ADBE,2019-12-09,420.2218,427.0456,404.8702,410.3287,3114183,1277838734.8
ADBE,2019-12-10,410.3188,414.3562,405.27,408.4694,2888648,1179924417.14
ADBE,2019-12-11,405.4642,409.9448,394.1333,398.2097,2708793,1078667559.76
ADBE,2019-12-12,396.648,420.9257,391.307,415.2943,2916784,1211323685.72
ADBE,2019-12-13,416.2628,431.8405,412.1971,427.3423,3331888,1423856570.92
ADBE,2019-12-16,429.6259,432.7623,420.3275,423.6719,1984393,840731498.23
ADBE,2019-12-17,424.2599,427.1734,416.7549,419.4726,3827680,1605606887.81
ADBE,2019-12-18,418.9116,427.9135,411.7057,420.5711,3509012,1475789063.58
ADBE,2019-12-19,421.2823,426.6653,402.0921,406.4718,3744494,1522031377.99
ADBE,2019-12-20,406.9473,412.084,399.4861,405.3677,3177917,1288224784.06
ADBE,2019-12-23,405.9019,422.103,402.9658,419.111,4007012,1679382913.27
ADBE,2019-12-24,418.3565,437.7912,413.9439,433.4483,2698982,1169869156.37
ADBE,2019-12-25,430.7433,442.9683,426.0921,437.6581,2844227,1244799040.13
ADBE,2019-12-26,437.4553,447.2252,432.0851,440.9878,2342164,1032865677.14
ADBE,2019-12-27,439.2207,445.8397,433.0353,439.7581,3029543,1332265941.75
ADBE,2019-12-30,438.6561,454.4106,433.4536,449.7474,2703264,1215786062.3
ADBE,2019-12-31,450.4094,457.7656,445.1872,450.8956,2294801,1034715768.83
ADBE,2020-01-01,450.4911,462.7008,447.8771,459.3449,2574512,1182588867.01
ADBE,2020-01-02,461.4889,479.9889,455.6857,474.2049,3093587,1466994059.65
ADBE,2020-01-03,474.7944,479.1541,470.5595,475.1733,2609623,1240023263.39
ADBE,2020-01-06,475.6448,479.8188,469.6883,473.4524,2661378,1260035829.71
ADBE,2020-01-07,472.0329,498.6337,464.7583,490.5353,3031598,1487105873.81
ADBE,2020-01-08,491.3353,500.0129,485.7952,492.6453,2582471,1272242212.39
ADBE,2020-01-09,491.752,496.5959,487.5516,491.5036,2628048,1291694930.29
ADBE,2020-01-10,489.2137,496.1245,485.0546,491.2034,2421001,1189203956.24
ADBE,2020-01-13,492.9774,496.351,486.9403,490.3377,3593469,1762013397.94
ADBE,2020-01-14,492.034,513.4073,486.6816,508.5005,3426318,1742284349.73
ADBE,2020-01-15,507.8061,522.8839,500.8991,515.7499,3044604,1570254359.96
ADBE,2020-01-16,512.7131,521.5871,493.7119,500.2664,2037995,1019540451.53
ADBE,2020-01-17,501.6079,520.0155,497.5055,515.0831,2200863,1133627263.29
ADBE,2020-01-20,514.9569,519.5182,495.3998,500.0728,3331214,1665849448.83
ADBE,2020-01-21,499.2659,502.742,487.053,490.9541,2806333,1377780733.15
ADBE,2020-01-22,491.2792,504.8579,486.4392,498.5747,2270845,1132185899.66
ADBE,2020-01-23,497.5565,504.7424,476.9447,484.6177,2928549,1419226623.64
ADBE,2020-01-24,481.8572,504.4944,474.6558,495.7849,3095175,1534541145.92
ADBE,2020-01-27,498.9473,503.4454,495.4134,499.7967,2946609,1472705546.51
ADBE,2020-01-28,497.762,503.8435,483.8679,488.3627,2630801,1284785029.9
ADBE,2020-01-29,488.4485,491.8024,482.348,485.946,3083335,1498334443.33
ADBE,2020-01-30,486.6021,494.4135,478.8868,486.7686,3126357,1521812494.82
ADBE,2020-01-31,488.077,494.733,470.5838,476.1053,3237554,1541416703.04
ADBE,2020-02-03,476.8356,481.4429,464.7587,469.2469,3463410,1625194292.12
ADBE,2020-02-04,468.1473,471.7109,457.6995,460.9463,4062371,1872534761.07
ADBE,2020-02-05,459.5965,466.5745,444.5311,452.4018,2638553,1193686008.87
ADBE,2020-02-06,451.7004,463.0221,447.2118,458.6382,2303863,1056639531.57
ADBE,2020-02-07,458.0519,463.4628,439.781,444.4236,2824934,1255467369.68
ADBE,2020-02-10,443.9875,448.5383,436.4301,440.5746,1939543,854513379.33
ADBE,2020-02-11,441.1056,461.0201,438.8133,458.0534,2080170,952828868.76
ADBE,2020-02-12,459.5912,471.2868,455.7062,466.2873,2385432,1112296606.16
ADBE,2020-02-13,464.8653,484.4972,459.0509,478.8217,2675058,1280875888.68
ADBE,2020-02-14,476.4293,482.0195,474.1055,479.5848,3069572,1472120039.67
ADBE,2020-02-17,482.19,492.8191,480.8032,491.5599,2995937,1472682589.93
ADBE,2020-02-18,491.5177,493.7502,486.0779,488.5902,3191144,1559161640.55
ADBE,2020-02-19,488.8265,505.4727,480.8372,495.7869,3078888,1526472408.47
ADBE,2020-02-20,494.473,501.809,478.5535,485.24,2576260,1250104513.76
ADBE,2020-02-21,487.7604,492.8545,465.7241,470.8637,2080862,979802371.85
ADBE,2020-02-24,470.3459,493.376,463.5414,484.8443,1457191,706510734.56
ADBE,2020-02-25,485.2091,495.261,479.6792,488.0589,1503017,733560823.96
ADBE,2020-02-26,488.6626,492.1601,485.9815,489.2435,2096321,1025611321.98
ADBE,2020-02-27,487.6547,497.8272,480.1078,489.6391,3517326,1722220434.55
ADBE,2020-02-28,491.1621,500.1324,485.7179,493.9358,2849777,1407606767.49
ADBE,2020-03-02,493.1723,500.436,486.2656,493.5454,2078542,1025854762.04
ADBE,2020-03-03,495.8751,507.3945,488.7395,499.8749,2416512,1207953594.77
ADBE,2020-03-04,500.9433,510.1065,483.8438,490.7727,3508006,1721633653.93
ADBE,2020-03-05,490.5707,505.0564,484.9657,498.9682,1860919,928539428.6
ADBE,2020-03-06,496.4489,502.3817,486.1229,492.7382,3490521,1719912862.6
ADBE,2020-03-09,491.654,497.8412,486.0786,491.3551,2842392,1396623799.01
ADBE,2020-03-10,492.1922,497.7045,481.5523,487.4358,2785051,1357533620.8
ADBE,2020-03-11,485.435,499.8859,478.0398,492.9624,2222558,1095637631.92
ADBE,2020-03-12,491.1943,499.3365,470.0766,478.4697,2430395,1162870409.36
ADBE,2020-03-13,478.8289,504.9008,471.7339,497.7634,2661837,1324965011.79
ADBE,2020-03-16,496.5788,514.848,490.8188,508.9392,2385909,1214282545.0
ADBE,2020-03-17,509.982,519.4714,502.3758,512.0132,3459637,1771379934.75
ADBE,2020-03-18,510.8439,517.1029,505.6489,512.1027,3604618,1845934448.58
ADBE,2020-03-19,511.8212,521.7875,495.0791,505.8726,2977965,1506471045.8
ADBE,2020-03-20,504.4179,519.9854,498.3454,513.8755,2088165,1073056844.49
ADBE,2020-03-23,512.3745,525.0511,504.2151,517.1809,3481374,1800499989.87
ADBE,2020-03-24,516.9738,525.2484,506.7837,515.3884,2603183,1341650237.52
ADBE,2020-03-25,515.2675,536.0665,509.5718,528.9006,2888115,1527525767.56
ADBE,2020-03-26,529.8462,554.0172,525.3835,548.0072,2325463,1274370478.72
ADBE,2020-03-27,547.4225,560.5038,539.2997,553.2335,2204027,1219341557.53
ADBE,2020-03-30,554.5795,558.9194,550.1423,553.8172,2501692,1385480105.61
ADBE,2020-03-31,552.7665,571.9388,546.4994,564.7931,2698765,1524243891.86
ADBE,2020-04-01,566.0939,574.7659,549.93,557.766,3091379,1724266200.94
ADBE,2020-04-02,558.1896,565.4495,549.4216,557.4052,2950910,1644852671.88
ADBE,2020-04-03,558.027,567.2395,552.1337,561.656,3172366,1781778440.79
ADBE,2020-04-06,562.1766,577.549,556.0165,569.8066,3389895,1931584667.1
ADBE,2020-04-07,569.2236,575.2086,560.2844,564.7531,2562688,1447285995.6
ADBE,2020-04-08,561.7,568.0508,554.0239,559.0343,3468913,1939241447.8
